date,material,sending,receiving,quantity,ori_deployment_uid,actual_ship_date,actual_delivery_date,type
2026-02-24,80812841,0386,A716,5,80812841|0386|A716|2026-02-24|net demand for forecast|067970,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80812841,0386,A716,5,80812841|0386|A716|2026-02-24|net demand for forecast|067971,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80812841,0386,A716,5,80812841|0386|A716|2026-02-24|net demand for forecast|067972,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80812841,0386,A716,5,80812841|0386|A716|2026-02-24|net demand for forecast|067973,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80812841,0386,A716,5,80812841|0386|A716|2026-02-24|net demand for forecast|067974,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80812841,0386,A716,5,80812841|0386|A716|2026-02-24|net demand for forecast|067975,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80812841,0386,A716,5,80812841|0386|A716|2026-02-24|net demand for forecast|067976,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80812841,0386,A716,5,80812841|0386|A716|2026-02-24|net demand for forecast|067977,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80812841,0386,A716,5,80812841|0386|A716|2026-02-24|net demand for forecast|067978,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80812841,0386,A716,5,80812841|0386|A716|2026-02-24|net demand for forecast|067979,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80812841,0386,A716,5,80812841|0386|A716|2026-02-24|net demand for forecast|067980,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80812841,0386,A716,5,80812841|0386|A716|2026-02-24|net demand for forecast|067981,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80812841,0386,A716,5,80812841|0386|A716|2026-02-24|net demand for forecast|067982,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80812841,0386,A716,6,80812841|0386|A716|2026-02-24|net demand for forecast|067983,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80812841,0386,A716,6,80812841|0386|A716|2026-02-24|net demand for forecast|067984,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80812841,0386,A716,6,80812841|0386|A716|2026-02-24|net demand for forecast|067985,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80848026,0386,A716,8,80848026|0386|A716|2026-02-24|net demand for forecast|068090,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80848026,0386,A716,10,80848026|0386|A716|2026-02-24|net demand for forecast|068091,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80848026,0386,A716,10,80848026|0386|A716|2026-02-24|net demand for forecast|068092,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80848026,0386,A716,10,80848026|0386|A716|2026-02-24|net demand for forecast|068093,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80848026,0386,A716,10,80848026|0386|A716|2026-02-24|net demand for forecast|068094,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80848026,0386,A716,10,80848026|0386|A716|2026-02-24|net demand for forecast|068095,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80848026,0386,A716,10,80848026|0386|A716|2026-02-24|net demand for forecast|068096,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80848026,0386,A716,10,80848026|0386|A716|2026-02-24|net demand for forecast|068097,2026-02-24,2026-03-11,delivery_shipment
2026-02-24,80848026,0386,A716,10,80848026|0386|A716|2026-02-24|net demand for forecast|068098,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80848026,0386,A716,11,80848026|0386|A716|2026-02-24|net demand for forecast|068099,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80848026,0386,A716,11,80848026|0386|A716|2026-02-24|net demand for forecast|068100,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80848026,0386,A716,11,80848026|0386|A716|2026-02-24|net demand for forecast|068101,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80848026,0386,A716,11,80848026|0386|A716|2026-02-24|net demand for forecast|068102,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80848026,0386,A716,11,80848026|0386|A716|2026-02-24|net demand for forecast|068103,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80848026,0386,A716,11,80848026|0386|A716|2026-02-24|net demand for forecast|068104,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80848026,0386,A716,11,80848026|0386|A716|2026-02-24|net demand for forecast|068105,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80848026,0386,A716,11,80848026|0386|A716|2026-02-24|net demand for forecast|068106,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80848026,0386,A716,11,80848026|0386|A716|2026-02-24|net demand for forecast|068107,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A673,1,80805856|0386|A673|2026-02-20|net demand for forecast|064873,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,1,80805856|0386|A673|2026-02-20|net demand for forecast|064874,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,2,80805856|0386|A673|2026-02-20|net demand for forecast|064875,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,2,80805856|0386|A673|2026-02-20|net demand for forecast|064876,2026-02-24,2026-03-02,delivery_shipment
2026-02-24,80805856,0386,A673,2,80805856|0386|A673|2026-02-20|net demand for forecast|064877,2026-02-24,2026-03-02,delivery_shipment
2026-02-24,80805856,0386,A673,2,80805856|0386|A673|2026-02-20|net demand for forecast|064878,2026-02-24,2026-03-02,delivery_shipment
2026-02-24,80805856,0386,A673,2,80805856|0386|A673|2026-02-20|net demand for forecast|064879,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,2,80805856|0386|A673|2026-02-20|net demand for forecast|064880,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,2,80805856|0386|A673|2026-02-20|net demand for forecast|064881,2026-02-24,2026-03-02,delivery_shipment
2026-02-24,80805856,0386,A673,2,80805856|0386|A673|2026-02-20|net demand for forecast|064882,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,2,80805856|0386|A673|2026-02-20|net demand for forecast|064883,2026-02-24,2026-03-02,delivery_shipment
2026-02-24,80805856,0386,A673,2,80805856|0386|A673|2026-02-20|net demand for forecast|064884,2026-02-24,2026-03-02,delivery_shipment
2026-02-24,80805856,0386,A673,2,80805856|0386|A673|2026-02-20|net demand for forecast|064885,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,2,80805856|0386|A673|2026-02-20|net demand for forecast|064886,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,2,80805856|0386|A673|2026-02-20|net demand for forecast|064887,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,2,80805856|0386|A673|2026-02-20|net demand for forecast|064888,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,3,80805856|0386|A673|2026-02-21|net demand for forecast|065692,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,3,80805856|0386|A673|2026-02-21|net demand for forecast|065693,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,5,80805856|0386|A673|2026-02-21|net demand for forecast|065694,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,5,80805856|0386|A673|2026-02-21|net demand for forecast|065695,2026-02-24,2026-03-02,delivery_shipment
2026-02-24,80805856,0386,A673,6,80805856|0386|A673|2026-02-21|net demand for forecast|065696,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,6,80805856|0386|A673|2026-02-21|net demand for forecast|065697,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,6,80805856|0386|A673|2026-02-21|net demand for forecast|065698,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,6,80805856|0386|A673|2026-02-21|net demand for forecast|065699,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,6,80805856|0386|A673|2026-02-21|net demand for forecast|065700,2026-02-24,2026-03-02,delivery_shipment
2026-02-24,80805856,0386,A673,6,80805856|0386|A673|2026-02-21|net demand for forecast|065701,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,6,80805856|0386|A673|2026-02-21|net demand for forecast|065702,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,6,80805856|0386|A673|2026-02-21|net demand for forecast|065703,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,6,80805856|0386|A673|2026-02-21|net demand for forecast|065704,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,6,80805856|0386|A673|2026-02-21|net demand for forecast|065705,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,6,80805856|0386|A673|2026-02-21|net demand for forecast|065706,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,6,80805856|0386|A673|2026-02-21|net demand for forecast|065707,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,2,80805856|0386|A673|2026-02-22|net demand for forecast|066423,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,4,80805856|0386|A673|2026-02-22|net demand for forecast|066424,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,4,80805856|0386|A673|2026-02-22|net demand for forecast|066425,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,5,80805856|0386|A673|2026-02-22|net demand for forecast|066426,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,5,80805856|0386|A673|2026-02-22|net demand for forecast|066427,2026-02-24,2026-03-02,delivery_shipment
2026-02-24,80805856,0386,A673,5,80805856|0386|A673|2026-02-22|net demand for forecast|066428,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,5,80805856|0386|A673|2026-02-22|net demand for forecast|066429,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,6,80805856|0386|A673|2026-02-22|net demand for forecast|066430,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,6,80805856|0386|A673|2026-02-22|net demand for forecast|066431,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,6,80805856|0386|A673|2026-02-22|net demand for forecast|066432,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,6,80805856|0386|A673|2026-02-22|net demand for forecast|066433,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,6,80805856|0386|A673|2026-02-22|net demand for forecast|066434,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,6,80805856|0386|A673|2026-02-22|net demand for forecast|066435,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,6,80805856|0386|A673|2026-02-22|net demand for forecast|066436,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,6,80805856|0386|A673|2026-02-22|net demand for forecast|066437,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,6,80805856|0386|A673|2026-02-22|net demand for forecast|066438,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,1,80805856|0386|A673|2026-02-23|net demand for forecast|067055,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,2,80805856|0386|A673|2026-02-23|net demand for forecast|067056,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,3,80805856|0386|A673|2026-02-23|net demand for forecast|067057,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,3,80805856|0386|A673|2026-02-23|net demand for forecast|067058,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,3,80805856|0386|A673|2026-02-23|net demand for forecast|067059,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,3,80805856|0386|A673|2026-02-23|net demand for forecast|067060,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,4,80805856|0386|A673|2026-02-23|net demand for forecast|067061,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,4,80805856|0386|A673|2026-02-23|net demand for forecast|067062,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,4,80805856|0386|A673|2026-02-23|net demand for forecast|067063,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,4,80805856|0386|A673|2026-02-23|net demand for forecast|067064,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,4,80805856|0386|A673|2026-02-23|net demand for forecast|067065,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,4,80805856|0386|A673|2026-02-23|net demand for forecast|067066,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,4,80805856|0386|A673|2026-02-23|net demand for forecast|067067,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,4,80805856|0386|A673|2026-02-23|net demand for forecast|067068,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,4,80805856|0386|A673|2026-02-23|net demand for forecast|067069,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,4,80805856|0386|A673|2026-02-23|net demand for forecast|067070,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21141769,0386,A673,4,21141769|0386|A673|2026-02-24|net demand for forecast|067412,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21141769,0386,A673,4,21141769|0386|A673|2026-02-24|net demand for forecast|067413,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21141769,0386,A673,4,21141769|0386|A673|2026-02-24|net demand for forecast|067414,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21141769,0386,A673,4,21141769|0386|A673|2026-02-24|net demand for forecast|067415,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21141769,0386,A673,4,21141769|0386|A673|2026-02-24|net demand for forecast|067416,2026-02-24,2026-03-02,delivery_shipment
2026-02-24,21141769,0386,A673,5,21141769|0386|A673|2026-02-24|net demand for forecast|067417,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21141769,0386,A673,5,21141769|0386|A673|2026-02-24|net demand for forecast|067418,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21141769,0386,A673,5,21141769|0386|A673|2026-02-24|net demand for forecast|067419,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21141769,0386,A673,5,21141769|0386|A673|2026-02-24|net demand for forecast|067420,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21141769,0386,A673,5,21141769|0386|A673|2026-02-24|net demand for forecast|067421,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21314875,0386,A673,1,21314875|0386|A673|2026-02-24|net demand for forecast|067504,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21314875,0386,A673,1,21314875|0386|A673|2026-02-24|net demand for forecast|067505,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21314875,0386,A673,1,21314875|0386|A673|2026-02-24|net demand for forecast|067506,2026-02-24,2026-03-02,delivery_shipment
2026-02-24,21314875,0386,A673,1,21314875|0386|A673|2026-02-24|net demand for forecast|067507,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21314875,0386,A673,1,21314875|0386|A673|2026-02-24|net demand for forecast|067508,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21314875,0386,A673,1,21314875|0386|A673|2026-02-24|net demand for forecast|067509,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21314875,0386,A673,1,21314875|0386|A673|2026-02-24|net demand for forecast|067510,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21314875,0386,A673,1,21314875|0386|A673|2026-02-24|net demand for forecast|067511,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21314875,0386,A673,1,21314875|0386|A673|2026-02-24|net demand for forecast|067512,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21314875,0386,A673,1,21314875|0386|A673|2026-02-24|net demand for forecast|067513,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21325292,0386,A673,1,21325292|0386|A673|2026-02-24|net demand for forecast|067518,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21325292,0386,A673,1,21325292|0386|A673|2026-02-24|net demand for forecast|067519,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21325292,0386,A673,1,21325292|0386|A673|2026-02-24|net demand for forecast|067520,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21325292,0386,A673,1,21325292|0386|A673|2026-02-24|net demand for forecast|067521,2026-02-24,2026-03-02,delivery_shipment
2026-02-24,21325292,0386,A673,1,21325292|0386|A673|2026-02-24|net demand for forecast|067522,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21325292,0386,A673,1,21325292|0386|A673|2026-02-24|net demand for forecast|067523,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21325292,0386,A673,1,21325292|0386|A673|2026-02-24|net demand for forecast|067524,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21325292,0386,A673,1,21325292|0386|A673|2026-02-24|net demand for forecast|067525,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21325292,0386,A673,1,21325292|0386|A673|2026-02-24|net demand for forecast|067526,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21325292,0386,A673,1,21325292|0386|A673|2026-02-24|net demand for forecast|067527,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,1,80805856|0386|A673|2026-02-24|net demand for forecast|067752,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,2,80805856|0386|A673|2026-02-24|net demand for forecast|067753,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,3,80805856|0386|A673|2026-02-24|net demand for forecast|067754,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,3,80805856|0386|A673|2026-02-24|net demand for forecast|067755,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,3,80805856|0386|A673|2026-02-24|net demand for forecast|067756,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,4,80805856|0386|A673|2026-02-24|net demand for forecast|067757,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,4,80805856|0386|A673|2026-02-24|net demand for forecast|067758,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,4,80805856|0386|A673|2026-02-24|net demand for forecast|067759,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,4,80805856|0386|A673|2026-02-24|net demand for forecast|067760,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,4,80805856|0386|A673|2026-02-24|net demand for forecast|067761,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,4,80805856|0386|A673|2026-02-24|net demand for forecast|067762,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,4,80805856|0386|A673|2026-02-24|net demand for forecast|067763,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,4,80805856|0386|A673|2026-02-24|net demand for forecast|067764,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,4,80805856|0386|A673|2026-02-24|net demand for forecast|067765,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,4,80805856|0386|A673|2026-02-24|net demand for forecast|067766,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A673,4,80805856|0386|A673|2026-02-24|net demand for forecast|067767,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80812841,0386,A673,2,80812841|0386|A673|2026-02-24|net demand for forecast|067906,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80812841,0386,A673,16,80812841|0386|A673|2026-02-24|net demand for forecast|067907,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80812841,0386,A673,21,80812841|0386|A673|2026-02-24|net demand for forecast|067908,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80812841,0386,A673,26,80812841|0386|A673|2026-02-24|net demand for forecast|067909,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80812841,0386,A673,26,80812841|0386|A673|2026-02-24|net demand for forecast|067910,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80812841,0386,A673,33,80812841|0386|A673|2026-02-24|net demand for forecast|067911,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80812841,0386,A673,33,80812841|0386|A673|2026-02-24|net demand for forecast|067912,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80812841,0386,A673,33,80812841|0386|A673|2026-02-24|net demand for forecast|067913,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80812841,0386,A673,33,80812841|0386|A673|2026-02-24|net demand for forecast|067914,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80812841,0386,A673,33,80812841|0386|A673|2026-02-24|net demand for forecast|067915,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80812841,0386,A673,33,80812841|0386|A673|2026-02-24|net demand for forecast|067916,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80812841,0386,A673,33,80812841|0386|A673|2026-02-24|net demand for forecast|067917,2026-02-24,2026-03-02,delivery_shipment
2026-02-24,80812841,0386,A673,33,80812841|0386|A673|2026-02-24|net demand for forecast|067918,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80812841,0386,A673,33,80812841|0386|A673|2026-02-24|net demand for forecast|067919,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80812841,0386,A673,33,80812841|0386|A673|2026-02-24|net demand for forecast|067920,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80812841,0386,A673,33,80812841|0386|A673|2026-02-24|net demand for forecast|067921,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80848026,0386,A673,43,80848026|0386|A673|2026-02-24|net demand for forecast|068053,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80848026,0386,A673,57,80848026|0386|A673|2026-02-24|net demand for forecast|068054,2026-02-24,2026-03-02,delivery_shipment
2026-02-24,80848026,0386,A673,58,80848026|0386|A673|2026-02-24|net demand for forecast|068055,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80848026,0386,A673,60,80848026|0386|A673|2026-02-24|net demand for forecast|068056,2026-02-24,2026-03-02,delivery_shipment
2026-02-24,80848026,0386,A673,62,80848026|0386|A673|2026-02-24|net demand for forecast|068057,2026-02-24,2026-03-02,delivery_shipment
2026-02-24,80848026,0386,A673,62,80848026|0386|A673|2026-02-24|net demand for forecast|068058,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80848026,0386,A673,62,80848026|0386|A673|2026-02-24|net demand for forecast|068059,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80848026,0386,A673,62,80848026|0386|A673|2026-02-24|net demand for forecast|068060,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80848026,0386,A673,62,80848026|0386|A673|2026-02-24|net demand for forecast|068061,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80848026,0386,A673,65,80848026|0386|A673|2026-02-24|net demand for forecast|068062,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21133312,0386,A673,3,21133312|0386|A673|2026-02-20|net demand for net demand for safety|064438,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80807091,0386,A673,1,80807091|0386|A673|2026-02-20|net demand for net demand for safety|064916,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80848023,0386,A673,66,80848023|0386|A673|2026-02-20|net demand for net demand for safety|065117,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21141769,0386,A673,24,21141769|0386|A673|2026-02-24|net demand for net demand for safety|067422,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,21325292,0386,A673,26,21325292|0386|A673|2026-02-24|net demand for net demand for safety|067528,2026-02-24,2026-03-01,delivery_shipment
2026-02-24,80805856,0386,A715,1,80805856|0386|A715|2026-02-21|net demand for forecast|065708,2026-02-24,2026-03-06,delivery_shipment
2026-02-24,80805856,0386,A715,1,80805856|0386|A715|2026-02-21|net demand for forecast|065709,2026-02-24,2026-03-06,delivery_shipment
2026-02-24,80805856,0386,A715,1,80805856|0386|A715|2026-02-21|net demand for forecast|065710,2026-02-24,2026-03-06,delivery_shipment
2026-02-24,80805856,0386,A715,1,80805856|0386|A715|2026-02-21|net demand for forecast|065711,2026-02-24,2026-03-06,delivery_shipment
2026-02-24,80805856,0386,A715,1,80805856|0386|A715|2026-02-21|net demand for forecast|065712,2026-02-24,2026-03-06,delivery_shipment
2026-02-24,80805856,0386,A715,1,80805856|0386|A715|2026-02-21|net demand for forecast|065713,2026-02-24,2026-03-06,delivery_shipment
2026-02-24,80805856,0386,A715,1,80805856|0386|A715|2026-02-21|net demand for forecast|065714,2026-02-24,2026-03-06,delivery_shipment
2026-02-24,80805856,0386,A715,1,80805856|0386|A715|2026-02-21|net demand for forecast|065715,2026-02-24,2026-03-06,delivery_shipment
2026-02-24,80805856,0386,A715,1,80805856|0386|A715|2026-02-21|net demand for forecast|065716,2026-02-24,2026-03-06,delivery_shipment
2026-02-24,80805856,0386,A715,1,80805856|0386|A715|2026-02-21|net demand for forecast|065717,2026-02-24,2026-03-06,delivery_shipment
2026-02-24,80805856,0386,A715,1,80805856|0386|A715|2026-02-21|net demand for forecast|065718,2026-02-24,2026-03-06,delivery_shipment
2026-02-24,80805856,0386,A715,1,80805856|0386|A715|2026-02-21|net demand for forecast|065719,2026-02-24,2026-03-06,delivery_shipment
2026-02-24,80805856,0386,A715,1,80805856|0386|A715|2026-02-21|net demand for forecast|065720,2026-02-24,2026-03-07,delivery_shipment
2026-02-24,80805856,0386,A715,1,80805856|0386|A715|2026-02-21|net demand for forecast|065721,2026-02-24,2026-03-06,delivery_shipment
2026-02-24,80805856,0386,A715,1,80805856|0386|A715|2026-02-21|net demand for forecast|065722,2026-02-24,2026-03-06,delivery_shipment
2026-02-24,80805856,0386,A715,1,80805856|0386|A715|2026-02-21|net demand for forecast|065723,2026-02-24,2026-03-06,delivery_shipment
2026-02-24,80805856,0386,A715,1,80805856|0386|A715|2026-02-21|net demand for forecast|065724,2026-02-24,2026-03-06,delivery_shipment
2026-02-24,80805856,0386,A715,1,80805856|0386|A715|2026-02-21|net demand for forecast|065725,2026-02-24,2026-03-07,delivery_shipment
2026-02-24,80805856,0386,A715,1,80805856|0386|A715|2026-02-21|net demand for forecast|065726,2026-02-24,2026-03-06,delivery_shipment
2026-02-24,80805856,0386,A715,1,80805856|0386|A715|2026-02-21|net demand for forecast|065727,2026-02-24,2026-03-06,delivery_shipment
2026-02-24,80805856,0386,A715,1,80805856|0386|A715|2026-02-22|net demand for forecast|066439,2026-02-24,2026-03-06,delivery_shipment
2026-02-24,80805856,0386,A715,1,80805856|0386|A715|2026-02-22|net demand for forecast|066440,2026-02-24,2026-03-06,delivery_shipment
2026-02-24,80805856,0386,A715,1,80805856|0386|A715|2026-02-22|net demand for forecast|066441,2026-02-24,2026-03-06,delivery_shipment
2026-02-24,80805856,0386,A715,1,80805856|0386|A715|2026-02-22|net demand for forecast|066442,2026-02-24,2026-03-07,delivery_shipment
2026-02-24,80805856,0386,A715,1,80805856|0386|A715|2026-02-22|net demand for forecast|066443,2026-02-24,2026-03-06,delivery_shipment
2026-02-24,80805856,0386,A715,1,80805856|0386|A715|2026-02-22|net demand for forecast|066444,2026-02-24,2026-03-06,delivery_shipment
2026-02-24,80805856,0386,A715,1,80805856|0386|A715|2026-02-22|net demand for forecast|066445,2026-02-24,2026-03-06,delivery_shipment
